,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,rio gallegos,-51.6226,-69.2181,77.05,47,75,13.8,AR,1675362370
368,sola,-13.8833,167.55,74.07,100,20,0.0,VU,1675362605
369,teeli,51.0333,90.2333,-10.86,83,10,2.13,RU,1675362611
370,sinnamary,5.3833,-52.95,79.61,78,52,8.48,GF,1675362612
371,mayumba,-3.432,10.6554,80.37,86,60,9.06,GA,1675362613
372,songjianghe,42.1859,127.479,-3.82,94,100,3.33,CN,1675362614
373,nicoya,10.1483,-85.452,91.63,34,95,13.44,CR,1675362616
374,poya,-21.35,165.15,75.7,81,96,5.84,NC,1675362618
375,kaeo,-35.1,173.7833,72.32,97,100,8.25,NZ,1675362618
376,gambela,8.25,34.5833,89.58,18,100,3.96,ET,1675362619
377,marienburg,54.0359,19.0266,33.89,83,95,14.47,PL,1675362621
378,kuah,6.3265,99.8432,80.58,78,20,0.0,MY,1675362622
379,acarau,-2.8856,-40.12,83.82,67,100,14.32,BR,1675362623
380,kodinsk,58.6881,99.1844,8.6,96,100,4.68,RU,1675362624
381,namibe,-15.1961,12.1522,73.09,77,22,7.27,AO,1675362636
382,maningrida,-12.0667,134.2667,78.44,88,99,9.6,AU,1675362641
383,paamiut,61.994,-49.6678,9.95,86,100,14.81,GL,1675362646
384,den helder,52.9599,4.7593,48.94,91,100,16.11,NL,1675362647
385,bairiki,1.3292,172.9752,80.6,83,20,9.22,KI,1675362647
386,port lincoln,-34.7333,135.8667,58.91,55,100,21.77,AU,1675362632
387,bojonegoro,-7.1502,111.8817,74.3,94,100,2.48,ID,1675362648
388,kirakira,-10.4544,161.9205,78.55,83,63,3.89,SB,1675362648
389,orlik,52.5178,99.825,-15.52,93,18,2.39,RU,1675362651
390,yulara,-25.2406,130.9889,67.77,40,0,7.96,AU,1675362652
391,ayagoz,47.9714,80.4392,9.09,87,100,7.65,KZ,1675362652
392,udachnyy,66.4167,112.4,-20.56,74,100,3.65,RU,1675362653
393,xining,36.6167,101.7667,26.19,25,0,3.4,CN,1675362654
394,marawi,7.9986,124.2928,65.89,95,100,0.85,PH,1675362655
395,patacamaya,-17.2333,-67.9167,57.85,48,99,7.27,BO,1675362655
396,hambantota,6.1241,81.1185,75.54,100,75,6.91,LK,1675362656
397,tokonou,9.65,-9.7833,84.52,12,53,4.16,GN,1675362656
398,clyde river,70.4692,-68.5914,-19.97,57,20,8.05,CA,1675362658
399,ukiah,39.1502,-123.2078,54.16,52,100,5.23,US,1675362604
400,almaznyy,48.0448,40.045,32.22,89,98,7.31,RU,1675362658
401,sarahan,31.5167,77.8,39.29,60,92,9.62,IN,1675362659
402,goure,13.9835,10.2704,75.02,16,100,9.26,NE,1675362660
403,hami,42.8,93.45,24.04,63,13,4.18,CN,1675362660
404,solnechnyy,50.7214,136.6319,-16.55,98,16,3.38,RU,1675362661
405,comodoro rivadavia,-45.8667,-67.5,80.46,22,0,11.5,AR,1675362662
406,ilhabela,-23.7781,-45.3581,84.78,67,12,6.11,BR,1675362663
407,vardo,70.3705,31.1107,27.34,74,100,8.75,NO,1675362664
408,shadrinsk,56.0852,63.6335,0.84,94,81,4.88,RU,1675362665
409,nago,26.5881,127.9761,54.03,72,0,6.93,JP,1675362666
410,khandagayty,50.7333,92.05,-13.07,85,8,4.7,RU,1675362667
411,salinas,36.6777,-121.6555,57.56,66,0,17.27,US,1675362643
412,scottsbluff,41.8666,-103.6672,34.97,55,0,0.0,US,1675362669
413,priekule,56.4468,21.5897,33.12,74,99,7.96,LV,1675362670
414,aktau,43.65,51.2,34.38,69,100,9.22,KZ,1675362671
415,loreto,22.2667,-101.9667,70.56,26,100,12.62,MX,1675362672
416,awassa,7.05,38.4667,67.82,29,100,6.8,ET,1675362674
417,palora,-1.7,-77.9333,69.91,50,98,2.24,EC,1675362674
418,dakar,14.6937,-17.4441,83.28,68,0,13.8,SN,1675362676
419,srednekolymsk,67.45,153.6833,-29.54,100,97,2.42,RU,1675362587
420,saldanha,-33.0117,17.9442,66.25,81,0,21.3,ZA,1675362580
421,bhachau,23.2833,70.35,67.78,23,3,7.18,IN,1675362476
422,kalawit,8.0667,122.5167,75.94,90,86,7.92,PH,1675362680
423,dikson,73.5069,80.5464,3.33,92,100,7.0,RU,1675362580
424,puri,19.8,85.85,64.92,70,39,5.5,IN,1675362692
425,evensk,61.95,159.2333,-6.29,85,26,7.81,RU,1675362692
426,staraya poltavka,50.4772,46.4814,23.56,93,100,4.88,RU,1675362693
427,wanning,18.8003,110.3967,71.13,95,100,6.78,CN,1675362694
428,jeremie,18.65,-74.1167,81.05,65,12,6.78,HT,1675362694
429,ixtapa,20.7,-105.2,76.23,61,0,5.75,MX,1675362695
430,nawa,27.0167,75.0,59.41,30,0,4.47,IN,1675362695
431,tadine,-21.55,167.8833,78.78,85,97,6.06,NC,1675362696
432,krasnoselkup,65.7,82.4667,0.5,99,52,8.52,RU,1675362697
433,pitimbu,-7.4706,-34.8086,86.59,64,7,12.71,BR,1675362697
434,atbasar,51.8,68.3333,-2.36,90,25,6.29,KZ,1675362698
435,vila do maio,15.1333,-23.2167,74.19,74,50,20.22,CV,1675362699
436,oktyabrskoye,43.0645,44.7417,32.14,93,100,6.71,RU,1675362699
437,alekseyevka,50.6309,38.6903,27.9,96,96,6.69,RU,1675362700
438,kamaishi,39.2667,141.8833,26.62,63,40,7.47,JP,1675362701
439,kavaratti,10.5669,72.642,79.75,79,46,6.53,IN,1675362701
440,lupiro,-8.3833,36.6667,73.0,93,82,1.83,TZ,1675362702
441,san lorenzo,-25.3333,-57.5333,95.94,44,75,5.99,PY,1675362703
442,nyrob,60.733,56.7202,4.15,99,77,3.33,RU,1675362703
443,tiarei,-17.5333,-149.3333,84.22,82,3,21.36,PF,1675362704
444,vostok,46.4856,135.8833,-8.39,99,100,5.88,RU,1675362704
445,oistins,13.0667,-59.5333,84.29,58,40,20.71,BB,1675362563
446,verkhnevilyuysk,63.4453,120.3167,-22.16,98,100,3.42,RU,1675362705
447,batagay-alyta,67.8006,130.4114,-27.13,100,99,1.5,RU,1675362705
448,havelock,34.8791,-76.9013,42.75,90,100,9.22,US,1675362706
449,nantucket,41.2835,-70.0995,35.74,53,0,12.66,US,1675362693
450,owensboro,37.7742,-87.1133,36.16,60,0,5.75,US,1675362707
451,quatre cocos,-20.2078,57.7625,80.71,83,40,9.55,MU,1675362708
452,iquique,-20.2208,-70.1431,77.04,74,26,7.76,CL,1675362477
453,morros,-9.4467,-46.3003,81.37,65,100,5.44,BR,1675362708
454,flin flon,54.7682,-101.865,-20.36,57,0,8.05,CA,1675362708
455,shemonaikha,50.6328,81.9056,11.35,98,100,1.7,KZ,1675362709
456,capoterra,39.1763,8.9718,54.5,79,40,4.61,IT,1675362710
457,qui nhon,13.7667,109.2333,74.75,90,34,8.08,VN,1675362710
458,vanavara,60.34,102.2797,8.6,94,100,7.87,RU,1675362711
459,ambovombe,-25.1667,46.0833,72.39,84,25,14.45,MG,1675362711
460,yegorlykskaya,46.5656,40.6562,33.01,71,18,4.74,RU,1675362713
461,kanniyakumari,8.0833,77.5667,77.23,80,100,17.85,IN,1675362713
462,naze,28.3667,129.4833,50.92,68,2,7.61,JP,1675362553
463,birjand,32.8663,59.2211,45.07,100,75,4.61,IR,1675362716
464,kapoeta,4.7717,33.5903,88.0,27,50,4.29,SS,1675362587
465,yatou,37.15,122.3833,27.97,64,100,4.52,CN,1675362716
466,pangody,65.85,74.4859,3.6,98,26,7.34,RU,1675362717
467,piacabucu,-10.4056,-36.4344,83.03,65,70,12.57,BR,1675362717
468,clarence town,-32.5833,151.7833,73.94,49,0,5.26,AU,1675362718
469,puerto leguizamo,-0.1934,-74.7819,95.23,26,14,4.99,CO,1675362718
470,shepsi,44.0361,39.1489,41.16,83,100,11.52,RU,1675362719
471,portland,45.5234,-122.6762,43.2,72,75,5.75,US,1675362687
472,leon,21.1167,-101.6667,69.85,24,22,7.52,MX,1675362628
473,iskele,39.484,26.9278,41.09,87,75,2.3,TR,1675362720
474,george,-33.963,22.4617,65.75,77,75,2.3,ZA,1675362721
475,bama,11.5221,13.6856,75.88,23,7,8.34,NG,1675362721
476,parabel,58.6978,81.4825,7.36,97,99,3.98,RU,1675362722
477,concepcion del oro,24.6333,-101.4167,66.72,21,72,15.17,MX,1675362722
478,hervey bay,-25.2986,152.8535,76.93,88,15,2.06,AU,1675362724
479,wagar,16.1525,36.2032,72.61,51,0,17.72,SD,1675362725
480,alugan,12.2188,125.4808,78.75,85,15,14.5,PH,1675362727
481,bima,-8.4667,118.7167,74.07,95,100,1.45,ID,1675362728
482,demirci,39.0461,28.6589,32.13,87,38,3.13,TR,1675362728
483,omboue,-1.5746,9.2618,80.62,85,91,6.73,GA,1675362729
484,ipira,-12.1583,-39.7372,86.63,45,70,19.73,BR,1675362729
485,gorele,41.0308,39.0031,37.96,62,10,9.17,TR,1675362731
486,tazovskiy,67.4667,78.7,0.05,97,22,7.58,RU,1675362733
487,awbari,26.5921,12.7805,56.17,36,100,10.74,LY,1675362735
488,buala,-8.145,159.5921,78.28,86,100,4.03,SB,1675362735
489,la ronge,55.1001,-105.2842,-18.15,47,20,5.75,CA,1675362662
490,pacific grove,36.6177,-121.9166,55.42,62,0,5.99,US,1675362574
491,ulundi,-28.3352,31.4162,69.98,98,92,0.36,ZA,1675362739
492,seydi,39.4816,62.9137,40.41,82,5,0.74,TM,1675362741
493,camacha,33.0833,-16.3333,58.42,55,40,8.05,PT,1675362742
494,rundu,-17.9333,19.7667,68.04,91,100,6.35,NA,1675362742
495,ahipara,-35.1667,173.1667,70.11,97,100,6.6,NZ,1675362556
496,yelets,52.6237,38.5017,27.9,91,97,7.27,RU,1675362744
497,pangnirtung,66.1451,-65.7125,-18.4,69,100,2.3,CA,1675362745
498,chapais,49.7834,-74.8492,8.38,90,100,5.99,CA,1675362748
499,porto torres,40.835,8.3972,46.58,79,0,2.95,IT,1675362749
500,newala,-10.9431,39.2787,68.95,97,100,4.63,TZ,1675362749
501,saskylakh,71.9167,114.0833,-13.58,99,100,3.11,RU,1675362750
502,kaoma,-14.7833,24.8,64.56,92,18,3.13,ZM,1675362751
503,komsomolskiy,40.4272,71.7189,41.72,81,75,9.22,UZ,1675362756
504,moose factory,51.2585,-80.6094,-11.2,64,100,13.8,CA,1675362757
505,limbang,4.75,115.0,77.11,97,100,1.36,MY,1675362630
506,tshane,-24.0196,21.8684,76.8,60,65,7.36,BW,1675362760
507,cap-aux-meules,47.3821,-61.8597,21.25,63,75,21.85,CA,1675362761
508,pozo colorado,-23.4923,-58.7972,87.01,62,76,2.42,PY,1675362762
509,thinadhoo,0.5333,72.9333,81.88,64,35,13.31,MV,1675362762
510,touros,-5.1989,-35.4608,84.07,66,21,16.96,BR,1675362763
511,fukue,32.6881,128.8419,49.23,59,100,11.77,JP,1675362763
512,parsons,37.3403,-95.2611,43.09,30,0,5.73,US,1675362764
513,bartica,6.4,-58.6167,75.52,66,100,5.95,GY,1675362764
514,soyo,-6.1349,12.3689,81.52,83,100,11.9,AO,1675362765
515,the valley,18.217,-63.0578,82.54,69,20,16.11,AI,1675362627
516,obzor,42.8167,27.8833,41.22,68,100,13.11,BG,1675362766
517,erice,38.037,12.5865,45.07,93,40,2.3,IT,1675362767
518,shetpe,44.1667,52.1167,36.32,86,100,6.33,KZ,1675362767
519,otradnoye,59.7775,30.8181,30.25,98,100,1.61,RU,1675362768
520,virginia beach,36.8529,-75.978,40.05,78,75,6.91,US,1675362715
521,san luis,-33.295,-66.3356,85.93,29,0,12.55,AR,1675362769
522,atar,20.5169,-13.0499,73.47,11,6,9.86,MR,1675362769
523,paris,48.8534,2.3488,50.18,76,100,9.22,FR,1675362770
524,morrope,-6.5417,-80.0111,82.51,44,56,14.18,PE,1675362770
525,anadyr,64.75,177.4833,21.7,68,75,17.9,RU,1675362771
526,santa cruz del sur,20.7147,-77.9956,87.04,46,5,11.1,CU,1675362771
527,mullovka,54.2,49.4,21.02,98,99,4.12,RU,1675362772
528,swift current,50.2834,-107.8014,-3.19,71,0,19.57,CA,1675362567
529,salalah,17.0151,54.0924,73.49,60,20,3.44,OM,1675362712
530,sioux lookout,50.1001,-91.917,-16.53,58,75,17.27,CA,1675362632
531,kurtamysh,54.9103,64.4319,-2.24,98,28,2.84,RU,1675362773
532,ewa beach,21.3156,-158.0072,73.85,84,0,4.61,US,1675362768
533,mattawa,46.7379,-119.9028,30.81,58,100,2.82,US,1675362773
534,dubti,11.7361,41.0853,86.72,33,0,9.78,ET,1675362774
535,marathon,44.9,-89.7668,15.66,50,0,17.27,US,1675362774
536,talas,38.6908,35.5538,23.67,80,40,3.44,TR,1675362775
537,ucluelet,48.9329,-125.5528,45.09,92,100,1.99,CA,1675362635
538,san quintin,30.4833,-115.95,63.0,40,12,3.4,MX,1675362776
539,qaqortoq,60.7167,-46.0333,2.32,91,18,3.76,GL,1675362776
540,stromness,58.965,-3.296,49.96,86,100,23.0,GB,1675362525
541,port said,31.2565,32.2841,60.19,58,95,10.76,EG,1675362777
